audio_down_id,wav_filename,index,time,label,unnature,sharpdecline
exp1_opus_10_385560,exp1_opus_10,385560,48.195,1,1,
exp1_opus_10_387800,exp1_opus_10,387800,48.475,1,1,
exp1_opus_10_389800,exp1_opus_10,389800,48.725,0,,
exp1_opus_10_392040,exp1_opus_10,392040,49.005,0,,
exp1_opus_10_416280,exp1_opus_10,416280,52.035,0,,
exp1_opus_10_421960,exp1_opus_10,421960,52.745,0,,
exp1_opus_10_429400,exp1_opus_10,429400,53.675,0,,
exp1_opus_10_439320,exp1_opus_10,439320,54.915,0,,
exp1_opus_10_443480,exp1_opus_10,443480,55.435,0,,
exp1_opus_10_459720,exp1_opus_10,459720,57.465,0,,
exp1_opus_10_473160,exp1_opus_10,473160,59.145,0,,
exp1_opus_10_484840,exp1_opus_10,484840,60.605,0,,
exp1_opus_10_488360,exp1_opus_10,488360,61.045,0,,
exp1_opus_10_491000,exp1_opus_10,491000,61.375,0,,
exp1_opus_10_501400,exp1_opus_10,501400,62.675,0,,
exp1_opus_10_517000,exp1_opus_10,517000,64.625,0,,
exp1_opus_10_518760,exp1_opus_10,518760,64.845,0,,
exp1_opus_10_527320,exp1_opus_10,527320,65.915,0,,
exp1_opus_10_535240,exp1_opus_10,535240,66.905,0,,
exp1_opus_10_536520,exp1_opus_10,536520,67.065,0,,
exp1_opus_10_540280,exp1_opus_10,540280,67.535,0,,
exp1_opus_10_555480,exp1_opus_10,555480,69.435,0,,
exp1_opus_10_571720,exp1_opus_10,571720,71.465,0,,
exp1_opus_10_573480,exp1_opus_10,573480,71.685,0,,
exp1_opus_10_575560,exp1_opus_10,575560,71.945,0,,
exp1_opus_10_578600,exp1_opus_10,578600,72.325,0,,
exp1_opus_10_578840,exp1_opus_10,578840,72.355,0,,
exp1_opus_10_582120,exp1_opus_10,582120,72.765,0,,
exp1_opus_10_584120,exp1_opus_10,584120,73.015,0,,
exp1_opus_10_586200,exp1_opus_10,586200,73.275,0,,
exp1_opus_10_588200,exp1_opus_10,588200,73.525,0,,
exp1_opus_10_588440,exp1_opus_10,588440,73.555,0,,
exp1_opus_10_599000,exp1_opus_10,599000,74.875,0,,
exp1_opus_10_612760,exp1_opus_10,612760,76.595,0,,
exp1_opus_10_618440,exp1_opus_10,618440,77.305,1,,
exp1_opus_10_628440,exp1_opus_10,628440,78.555,0,,
exp1_opus_10_636440,exp1_opus_10,636440,79.555,0,,
exp1_opus_10_640200,exp1_opus_10,640200,80.025,0,,
exp1_opus_10_641560,exp1_opus_10,641560,80.195,0,,
exp1_opus_10_656120,exp1_opus_10,656120,82.015,0,,
exp1_opus_10_666840,exp1_opus_10,666840,83.355,0,,
exp1_opus_10_680120,exp1_opus_10,680120,85.015,0,,
exp1_opus_10_683000,exp1_opus_10,683000,85.375,0,,
exp1_opus_10_685480,exp1_opus_10,685480,85.685,0,,
exp1_opus_10_687240,exp1_opus_10,687240,85.905,0,,
exp1_opus_10_696040,exp1_opus_10,696040,87.005,0,,
exp1_opus_10_708360,exp1_opus_10,708360,88.545,0,,
exp1_opus_10_708520,exp1_opus_10,708520,88.565,0,,
exp1_opus_10_712120,exp1_opus_10,712120,89.015,0,,
exp1_opus_10_723000,exp1_opus_10,723000,90.375,0,,
exp1_opus_10_725080,exp1_opus_10,725080,90.635,1,,
exp1_opus_20_16920,exp1_opus_20,16920,2.115,0,,
exp1_opus_20_19320,exp1_opus_20,19320,2.415,0,,
exp1_opus_20_21320,exp1_opus_20,21320,2.665,0,,
exp1_opus_20_24360,exp1_opus_20,24360,3.045,0,,
exp1_opus_20_28280,exp1_opus_20,28280,3.535,0,,
exp1_opus_20_30120,exp1_opus_20,30120,3.765,0,,
exp1_opus_20_32360,exp1_opus_20,32360,4.045,0,,
exp1_opus_20_34360,exp1_opus_20,34360,4.295,0,,
exp1_opus_20_34600,exp1_opus_20,34600,4.325,0,,
exp1_opus_20_45000,exp1_opus_20,45000,5.625,0,,
exp1_opus_20_59000,exp1_opus_20,59000,7.375,0,,
exp1_opus_20_64760,exp1_opus_20,64760,8.095,0,,
exp1_opus_20_72680,exp1_opus_20,72680,9.085,0,,
exp1_opus_20_82520,exp1_opus_20,82520,10.315,0,,
exp1_opus_20_86680,exp1_opus_20,86680,10.835,0,,
exp1_opus_20_102680,exp1_opus_20,102680,12.835,0,,
exp1_opus_20_116280,exp1_opus_20,116280,14.535,0,,
exp1_opus_20_125560,exp1_opus_20,125560,15.695,0,,
exp1_opus_20_128120,exp1_opus_20,128120,16.015,0,,
exp1_opus_20_128760,exp1_opus_20,128760,16.095,0,,
exp1_opus_20_134200,exp1_opus_20,134200,16.775,0,,
exp1_opus_20_144840,exp1_opus_20,144840,18.105,1,,
exp1_opus_20_162120,exp1_opus_20,162120,20.265,0,,
exp1_opus_20_170680,exp1_opus_20,170680,21.335,0,,
exp1_opus_20_178840,exp1_opus_20,178840,22.355,0,,
exp1_opus_20_180040,exp1_opus_20,180040,22.505,0,,
exp1_opus_20_184040,exp1_opus_20,184040,23.005,0,,
exp1_opus_20_188760,exp1_opus_20,188760,23.595,1,,1
exp1_opus_20_206360,exp1_opus_20,206360,25.795,0,,
exp1_opus_20_221160,exp1_opus_20,221160,27.645,0,,
exp1_opus_20_222600,exp1_opus_20,222600,27.825,0,,
exp1_opus_20_225320,exp1_opus_20,225320,28.165,0,,
exp1_opus_20_225560,exp1_opus_20,225560,28.195,0,,
exp1_opus_20_228840,exp1_opus_20,228840,28.605,0,,
exp1_opus_20_230680,exp1_opus_20,230680,28.835,0,,
exp1_opus_20_232680,exp1_opus_20,232680,29.085,0,,
exp1_opus_20_234680,exp1_opus_20,234680,29.335,0,,
exp1_opus_20_242600,exp1_opus_20,242600,30.325,0,,
exp1_opus_20_243880,exp1_opus_20,243880,30.485,0,,
exp1_opus_20_257880,exp1_opus_20,257880,32.235,0,,
exp1_opus_20_263640,exp1_opus_20,263640,32.955,0,,
exp1_opus_20_271240,exp1_opus_20,271240,33.905,0,,
exp1_opus_20_280040,exp1_opus_20,280040,35.005,0,,
exp1_opus_20_284120,exp1_opus_20,284120,35.515,0,,
exp1_opus_20_300680,exp1_opus_20,300680,37.585,0,,
exp1_opus_20_312040,exp1_opus_20,312040,39.005,0,,
exp1_opus_20_323800,exp1_opus_20,323800,40.475,0,,
exp1_opus_20_323960,exp1_opus_20,323960,40.495,0,,
exp1_opus_20_324440,exp1_opus_20,324440,40.555,0,,
exp1_opus_20_327320,exp1_opus_20,327320,40.915,0,,
exp1_opus_20_329880,exp1_opus_20,329880,41.235,0,,
exp1_opus_20_340360,exp1_opus_20,340360,42.545,0,,
exp1_opus_20_356520,exp1_opus_20,356520,44.565,0,,
exp1_opus_20_367560,exp1_opus_20,367560,45.945,0,,
exp1_opus_20_369480,exp1_opus_20,369480,46.185,1,,
exp1_opus_20_384760,exp1_opus_20,384760,48.095,0,,
exp1_opus_20_386360,exp1_opus_20,386360,48.295,0,,
exp1_opus_20_388520,exp1_opus_20,388520,48.565,0,,
exp1_opus_20_391720,exp1_opus_20,391720,48.965,0,,
exp1_opus_20_395000,exp1_opus_20,395000,49.375,0,,
exp1_opus_20_399240,exp1_opus_20,399240,49.905,0,,
exp1_opus_20_401480,exp1_opus_20,401480,50.185,0,,
exp1_opus_20_411960,exp1_opus_20,411960,51.495,0,,
exp1_opus_20_425800,exp1_opus_20,425800,53.225,0,,
exp1_opus_20_431560,exp1_opus_20,431560,53.945,0,,
exp1_opus_20_439400,exp1_opus_20,439400,54.925,0,,
exp1_opus_20_449160,exp1_opus_20,449160,56.145,0,,
exp1_opus_20_453160,exp1_opus_20,453160,56.645,0,,
exp1_opus_20_469800,exp1_opus_20,469800,58.725,0,,
exp1_opus_20_482920,exp1_opus_20,482920,60.365,0,,
exp1_opus_20_483160,exp1_opus_20,483160,60.395,0,,
exp1_opus_20_494600,exp1_opus_20,494600,61.825,0,,
exp1_opus_20_501000,exp1_opus_20,501000,62.625,0,,
exp1_opus_20_511480,exp1_opus_20,511480,63.935,0,,
exp1_opus_20_528840,exp1_opus_20,528840,66.105,0,,
exp1_opus_20_537400,exp1_opus_20,537400,67.175,0,,
exp1_opus_20_545480,exp1_opus_20,545480,68.185,0,,
exp1_opus_20_546840,exp1_opus_20,546840,68.355,0,,
exp1_opus_20_550600,exp1_opus_20,550600,68.825,0,,
exp1_opus_20_565800,exp1_opus_20,565800,70.725,0,,
exp1_opus_20_582360,exp1_opus_20,582360,72.795,0,,
exp1_opus_20_586280,exp1_opus_20,586280,73.285,0,,
exp1_opus_20_586440,exp1_opus_20,586440,73.305,0,,
exp1_opus_20_589320,exp1_opus_20,589320,73.665,0,,
exp1_opus_20_592680,exp1_opus_20,592680,74.085,0,,
exp1_opus_20_596840,exp1_opus_20,596840,74.605,0,,
exp1_opus_20_598760,exp1_opus_20,598760,74.845,0,,
exp1_opus_20_623400,exp1_opus_20,623400,77.925,0,,
exp1_opus_20_629160,exp1_opus_20,629160,78.645,0,,
exp1_opus_20_637000,exp1_opus_20,637000,79.625,0,,
exp1_opus_20_645720,exp1_opus_20,645720,80.715,0,,
exp1_opus_20_649880,exp1_opus_20,649880,81.235,0,,
exp1_opus_20_666840,exp1_opus_20,666840,83.355,0,,
exp1_opus_20_678440,exp1_opus_20,678440,84.805,0,,
exp1_opus_20_678680,exp1_opus_20,678680,84.835,0,,
exp1_opus_20_687880,exp1_opus_20,687880,85.985,0,,
exp1_opus_20_691160,exp1_opus_20,691160,86.395,0,,
exp1_opus_20_696440,exp1_opus_20,696440,87.055,0,,
exp1_opus_20_706920,exp1_opus_20,706920,88.365,0,,
exp1_opus_20_719480,exp1_opus_20,719480,89.935,0,,
exp1_opus_20_723080,exp1_opus_20,723080,90.385,0,,
exp1_opus_20_734200,exp1_opus_20,734200,91.775,0,,
exp1_opus_20_736280,exp1_opus_20,736280,92.035,1,,
exp1_opus_30_16920,exp1_opus_30,16920,2.115,0,,
exp1_opus_30_19000,exp1_opus_30,19000,2.375,0,,
exp1_opus_30_21000,exp1_opus_30,21000,2.625,0,,
exp1_opus_30_21320,exp1_opus_30,21320,2.665,0,,
exp1_opus_30_24520,exp1_opus_30,24520,3.065,0,,
exp1_opus_30_28200,exp1_opus_30,28200,3.525,0,,
exp1_opus_30_30040,exp1_opus_30,30040,3.755,0,,
exp1_opus_30_32200,exp1_opus_30,32200,4.025,0,,
exp1_opus_30_34120,exp1_opus_30,34120,4.265,0,,
exp1_opus_30_45240,exp1_opus_30,45240,5.655,0,,
exp1_opus_30_59080,exp1_opus_30,59080,7.385,0,,
exp1_opus_30_64840,exp1_opus_30,64840,8.105,0,,
exp1_opus_30_69160,exp1_opus_30,69160,8.645,1,,
exp1_opus_30_75640,exp1_opus_30,75640,9.455,0,,
exp1_opus_30_75800,exp1_opus_30,75800,9.475,0,,
exp1_opus_30_87560,exp1_opus_30,87560,10.945,0,,
exp1_opus_30_103080,exp1_opus_30,103080,12.885,0,,
exp1_opus_30_115880,exp1_opus_30,115880,14.485,1,1,
exp1_opus_30_116360,exp1_opus_30,116360,14.545,0,,
exp1_opus_30_117000,exp1_opus_30,117000,14.625,0,,
exp1_opus_30_117400,exp1_opus_30,117400,14.675,0,,
exp1_opus_30_118200,exp1_opus_30,118200,14.775,0,,
exp1_opus_30_136360,exp1_opus_30,136360,17.045,0,,
exp1_opus_30_138040,exp1_opus_30,138040,17.255,0,,
exp1_opus_30_146840,exp1_opus_30,146840,18.355,0,,
exp1_opus_30_162840,exp1_opus_30,162840,20.355,0,,
exp1_opus_30_164440,exp1_opus_30,164440,20.555,0,,
exp1_opus_30_172840,exp1_opus_30,172840,21.605,0,,
exp1_opus_30_181000,exp1_opus_30,181000,22.625,0,,
exp1_opus_30_182280,exp1_opus_30,182280,22.785,0,,
exp1_opus_30_186040,exp1_opus_30,186040,23.255,0,,
exp1_opus_30_201480,exp1_opus_30,201480,25.185,0,,
exp1_opus_30_217560,exp1_opus_30,217560,27.195,0,,
exp1_opus_30_221320,exp1_opus_30,221320,27.665,1,,1
exp1_opus_30_221480,exp1_opus_30,221480,27.685,1,,1
exp1_opus_30_239160,exp1_opus_30,239160,29.895,0,,
exp1_opus_30_247160,exp1_opus_30,247160,30.895,0,,
exp1_opus_30_260600,exp1_opus_30,260600,32.575,0,,
exp1_opus_30_266120,exp1_opus_30,266120,33.265,0,,
exp1_opus_30_273240,exp1_opus_30,273240,34.155,0,,
exp1_opus_30_281800,exp1_opus_30,281800,35.225,0,,
exp1_opus_30_285560,exp1_opus_30,285560,35.695,0,,
exp1_opus_30_301560,exp1_opus_30,301560,37.695,0,,
exp1_opus_30_313160,exp1_opus_30,313160,39.145,0,,
exp1_opus_30_325080,exp1_opus_30,325080,40.635,0,,
exp1_opus_30_330920,exp1_opus_30,330920,41.365,0,,
exp1_opus_30_341400,exp1_opus_30,341400,42.675,0,,
exp1_opus_30_353400,exp1_opus_30,353400,44.175,0,,
exp1_opus_30_357480,exp1_opus_30,357480,44.685,0,,
exp1_opus_30_368440,exp1_opus_30,368440,46.055,0,,
exp1_opus_30_370520,exp1_opus_30,370520,46.315,1,,
exp1_opus_30_384760,exp1_opus_30,384760,48.095,0,,
exp1_opus_30_387000,exp1_opus_30,387000,48.375,0,,
exp1_opus_30_389000,exp1_opus_30,389000,48.625,0,,
exp1_opus_30_389320,exp1_opus_30,389320,48.665,0,,
exp1_opus_30_391960,exp1_opus_30,391960,48.995,0,,
exp1_opus_30_395640,exp1_opus_30,395640,49.455,0,,
exp1_opus_30_397720,exp1_opus_30,397720,49.715,0,,
exp1_opus_30_399960,exp1_opus_30,399960,49.995,0,,
exp1_opus_30_401880,exp1_opus_30,401880,50.235,0,,
exp1_opus_30_412680,exp1_opus_30,412680,51.585,0,,
exp1_opus_30_426440,exp1_opus_30,426440,53.305,0,,
exp1_opus_30_432200,exp1_opus_30,432200,54.025,0,,
exp1_opus_30_439560,exp1_opus_30,439560,54.945,0,,
exp1_opus_30_449720,exp1_opus_30,449720,56.215,0,,
exp1_opus_30_453880,exp1_opus_30,453880,56.735,0,,
exp1_opus_30_470280,exp1_opus_30,470280,58.785,0,,
exp1_opus_30_483480,exp1_opus_30,483480,60.435,0,,
exp1_opus_30_495320,exp1_opus_30,495320,61.915,0,,
exp1_opus_30_501400,exp1_opus_30,501400,62.675,0,,
exp1_opus_30_511880,exp1_opus_30,511880,63.985,0,,
exp1_opus_30_527640,exp1_opus_30,527640,65.955,0,,
exp1_opus_30_529000,exp1_opus_30,529000,66.125,1,,
exp1_opus_30_530520,exp1_opus_30,530520,66.315,0,,
exp1_opus_30_538440,exp1_opus_30,538440,67.305,0,,
exp1_opus_30_546440,exp1_opus_30,546440,68.305,0,,
exp1_opus_30_547560,exp1_opus_30,547560,68.445,0,,
exp1_opus_30_551240,exp1_opus_30,551240,68.905,0,,
exp1_opus_30_566120,exp1_opus_30,566120,70.765,0,,
exp1_opus_30_582360,exp1_opus_30,582360,72.795,0,,
exp1_opus_30_584520,exp1_opus_30,584520,73.065,0,,
exp1_opus_30_586440,exp1_opus_30,586440,73.305,0,,
exp1_opus_30_586760,exp1_opus_30,586760,73.345,0,,
exp1_opus_30_589880,exp1_opus_30,589880,73.735,0,,
exp1_opus_30_595960,exp1_opus_30,595960,74.495,0,,
exp1_opus_30_598200,exp1_opus_30,598200,74.775,0,,
exp1_opus_30_600440,exp1_opus_30,600440,75.055,0,,
exp1_opus_30_625160,exp1_opus_30,625160,78.145,0,,
exp1_opus_30_630920,exp1_opus_30,630920,78.865,0,,
exp1_opus_30_638600,exp1_opus_30,638600,79.825,0,,
exp1_opus_30_647480,exp1_opus_30,647480,80.935,0,,
exp1_opus_30_651560,exp1_opus_30,651560,81.445,0,,
exp1_opus_30_668200,exp1_opus_30,668200,83.525,0,1,
exp1_opus_30_679160,exp1_opus_30,679160,84.895,0,,
exp1_opus_30_691560,exp1_opus_30,691560,86.445,0,,
exp1_opus_30_697640,exp1_opus_30,697640,87.205,0,,
exp1_opus_30_708200,exp1_opus_30,708200,88.525,0,,
exp1_opus_30_720760,exp1_opus_30,720760,90.095,0,,
exp1_opus_30_724360,exp1_opus_30,724360,90.545,0,,
exp1_opus_30_735480,exp1_opus_30,735480,91.935,0,,
exp1_opus_30_737400,exp1_opus_30,737400,92.175,1,,1
exp1_opus_40_17000,exp1_opus_40,17000,2.125,0,,
exp1_opus_40_17480,exp1_opus_40,17480,2.185,0,,
exp1_opus_40_19640,exp1_opus_40,19640,2.455,0,,
exp1_opus_40_21560,exp1_opus_40,21560,2.695,0,,
exp1_opus_40_24680,exp1_opus_40,24680,3.085,0,,
exp1_opus_40_30520,exp1_opus_40,30520,3.815,0,,
exp1_opus_40_32600,exp1_opus_40,32600,4.075,0,,
exp1_opus_40_34600,exp1_opus_40,34600,4.325,0,,
exp1_opus_40_59480,exp1_opus_40,59480,7.435,0,,
exp1_opus_40_65080,exp1_opus_40,65080,8.135,0,,
exp1_opus_40_72760,exp1_opus_40,72760,9.095,0,,
exp1_opus_40_87240,exp1_opus_40,87240,10.905,0,,
exp1_opus_40_103400,exp1_opus_40,103400,12.925,0,,
exp1_opus_40_116600,exp1_opus_40,116600,14.575,0,,
exp1_opus_40_128520,exp1_opus_40,128520,16.065,0,,
exp1_opus_40_128680,exp1_opus_40,128680,16.085,0,,
exp1_opus_40_129160,exp1_opus_40,129160,16.145,0,,
exp1_opus_40_134680,exp1_opus_40,134680,16.835,0,,
exp1_opus_40_145080,exp1_opus_40,145080,18.135,0,,
exp1_opus_40_162520,exp1_opus_40,162520,20.315,0,,
exp1_opus_40_171080,exp1_opus_40,171080,21.385,0,,
exp1_opus_40_179080,exp1_opus_40,179080,22.385,0,,
exp1_opus_40_179240,exp1_opus_40,179240,22.405,0,,
exp1_opus_40_180440,exp1_opus_40,180440,22.555,0,,
exp1_opus_40_184120,exp1_opus_40,184120,23.015,0,,
exp1_opus_40_199320,exp1_opus_40,199320,24.915,0,,
exp1_opus_40_216040,exp1_opus_40,216040,27.005,0,,
exp1_opus_40_218200,exp1_opus_40,218200,27.275,0,,
exp1_opus_40_220200,exp1_opus_40,220200,27.525,0,,
exp1_opus_40_223480,exp1_opus_40,223480,27.935,0,,
exp1_opus_40_223720,exp1_opus_40,223720,27.965,0,,
exp1_opus_40_227080,exp1_opus_40,227080,28.385,0,,
exp1_opus_40_231320,exp1_opus_40,231320,28.915,0,,
exp1_opus_40_233240,exp1_opus_40,233240,29.155,0,,
exp1_opus_40_233480,exp1_opus_40,233480,29.185,0,,
exp1_opus_40_242520,exp1_opus_40,242520,30.315,0,,
exp1_opus_40_244200,exp1_opus_40,244200,30.525,0,,
exp1_opus_40_257880,exp1_opus_40,257880,32.235,0,,
exp1_opus_40_263640,exp1_opus_40,263640,32.955,0,,
exp1_opus_40_266920,exp1_opus_40,266920,33.365,0,,
exp1_opus_40_271320,exp1_opus_40,271320,33.915,0,,
exp1_opus_40_280200,exp1_opus_40,280200,35.025,0,,
exp1_opus_40_284280,exp1_opus_40,284280,35.535,0,,
exp1_opus_40_300920,exp1_opus_40,300920,37.615,0,,
exp1_opus_40_312440,exp1_opus_40,312440,39.055,0,,
exp1_opus_40_324440,exp1_opus_40,324440,40.555,0,,
exp1_opus_40_325000,exp1_opus_40,325000,40.625,0,,
exp1_opus_40_327880,exp1_opus_40,327880,40.985,0,,
exp1_opus_40_330440,exp1_opus_40,330440,41.305,0,,
exp1_opus_40_340600,exp1_opus_40,340600,42.575,0,,
exp1_opus_40_352600,exp1_opus_40,352600,44.075,0,,
exp1_opus_40_352760,exp1_opus_40,352760,44.095,0,,
exp1_opus_40_356520,exp1_opus_40,356520,44.565,0,,
exp1_opus_40_367400,exp1_opus_40,367400,45.925,0,,
exp1_opus_40_369640,exp1_opus_40,369640,46.205,1,,1
exp1_opus_40_384760,exp1_opus_40,384760,48.095,0,,
exp1_opus_40_386600,exp1_opus_40,386600,48.325,0,,
exp1_opus_40_388680,exp1_opus_40,388680,48.585,0,,
exp1_opus_40_391720,exp1_opus_40,391720,48.965,0,,
exp1_opus_40_391960,exp1_opus_40,391960,48.995,0,,
exp1_opus_40_395320,exp1_opus_40,395320,49.415,0,,
exp1_opus_40_397320,exp1_opus_40,397320,49.665,0,,
exp1_opus_40_399240,exp1_opus_40,399240,49.905,1,,1
exp1_opus_40_407000,exp1_opus_40,407000,50.875,0,,
exp1_opus_40_407400,exp1_opus_40,407400,50.925,0,,
exp1_opus_40_407880,exp1_opus_40,407880,50.985,0,,
exp1_opus_40_408280,exp1_opus_40,408280,51.035,0,,
exp1_opus_40_433400,exp1_opus_40,433400,54.175,0,,
exp1_opus_40_438840,exp1_opus_40,438840,54.855,0,,
exp1_opus_40_446440,exp1_opus_40,446440,55.805,0,,
exp1_opus_40_455400,exp1_opus_40,455400,56.925,0,,
exp1_opus_40_459560,exp1_opus_40,459560,57.445,0,,
exp1_opus_40_475640,exp1_opus_40,475640,59.455,0,,
exp1_opus_40_489320,exp1_opus_40,489320,61.165,0,,
exp1_opus_40_500920,exp1_opus_40,500920,62.615,0,,
exp1_opus_40_507160,exp1_opus_40,507160,63.395,0,,
exp1_opus_40_517640,exp1_opus_40,517640,64.705,0,,
exp1_opus_40_535000,exp1_opus_40,535000,66.875,0,,
exp1_opus_40_535160,exp1_opus_40,535160,66.895,0,,
exp1_opus_40_543560,exp1_opus_40,543560,67.945,0,,
exp1_opus_40_551720,exp1_opus_40,551720,68.965,0,,
exp1_opus_40_553000,exp1_opus_40,553000,69.125,0,,
exp1_opus_40_556760,exp1_opus_40,556760,69.595,0,,
exp1_opus_40_571880,exp1_opus_40,571880,71.485,0,,
exp1_opus_40_588440,exp1_opus_40,588440,73.555,0,,
exp1_opus_40_590120,exp1_opus_40,590120,73.765,0,,
exp1_opus_40_592360,exp1_opus_40,592360,74.045,0,,
exp1_opus_40_592600,exp1_opus_40,592600,74.075,0,,
exp1_opus_40_595400,exp1_opus_40,595400,74.425,0,,
exp1_opus_40_598840,exp1_opus_40,598840,74.855,0,,
exp1_opus_40_603000,exp1_opus_40,603000,75.375,0,,
exp1_opus_40_604920,exp1_opus_40,604920,75.615,0,,
exp1_opus_40_629560,exp1_opus_40,629560,78.695,0,,
exp1_opus_40_635320,exp1_opus_40,635320,79.415,0,,
exp1_opus_40_643000,exp1_opus_40,643000,80.375,0,,
exp1_opus_40_651800,exp1_opus_40,651800,81.475,0,,
exp1_opus_40_656040,exp1_opus_40,656040,82.005,0,,
exp1_opus_40_672600,exp1_opus_40,672600,84.075,0,,
exp1_opus_40_683160,exp1_opus_40,683160,85.395,0,,
exp1_opus_40_694120,exp1_opus_40,694120,86.765,0,,
exp1_opus_40_694680,exp1_opus_40,694680,86.835,0,,
exp1_opus_40_699720,exp1_opus_40,699720,87.465,0,,
exp1_opus_40_709080,exp1_opus_40,709080,88.635,0,,
exp1_opus_40_720680,exp1_opus_40,720680,90.085,0,,
exp1_opus_40_724520,exp1_opus_40,724520,90.565,0,,
exp1_opus_40_734600,exp1_opus_40,734600,91.825,0,,
exp1_opus_40_736600,exp1_opus_40,736600,92.075,1,,
exp1_opus_50_18440,exp1_opus_50,18440,2.305,0,,
exp1_opus_50_20120,exp1_opus_50,20120,2.515,0,,
exp1_opus_50_21960,exp1_opus_50,21960,2.745,0,,
exp1_opus_50_25240,exp1_opus_50,25240,3.155,0,,
exp1_opus_50_25480,exp1_opus_50,25480,3.185,0,,
exp1_opus_50_28760,exp1_opus_50,28760,3.595,0,,
exp1_opus_50_32840,exp1_opus_50,32840,4.105,0,,
exp1_opus_50_34760,exp1_opus_50,34760,4.345,0,,
exp1_opus_50_35000,exp1_opus_50,35000,4.375,0,,
exp1_opus_50_45480,exp1_opus_50,45480,5.685,0,,
exp1_opus_50_45640,exp1_opus_50,45640,5.705,0,,
exp1_opus_50_60040,exp1_opus_50,60040,7.505,0,,
exp1_opus_50_65880,exp1_opus_50,65880,8.235,0,,
exp1_opus_50_73240,exp1_opus_50,73240,9.155,0,,
exp1_opus_50_83640,exp1_opus_50,83640,10.455,0,,
exp1_opus_50_87720,exp1_opus_50,87720,10.965,0,,
exp1_opus_50_103960,exp1_opus_50,103960,12.995,0,,
exp1_opus_50_119400,exp1_opus_50,119400,14.925,0,,
exp1_opus_50_130280,exp1_opus_50,130280,16.285,0,,
exp1_opus_50_134120,exp1_opus_50,134120,16.765,0,,
