audio_down_id,time,label,unnature,sharpdecline
exp1_opus_10_382200,47.775,0,,
exp1_opus_10_385560,48.195,1,1,
exp1_opus_10_387800,48.475,1,1,
exp1_opus_10_389800,48.725,0,,
exp1_opus_10_392040,49.005,0,,
exp1_opus_10_416280,52.035,0,,
exp1_opus_10_421960,52.745,0,,
exp1_opus_10_429400,53.675,0,,
exp1_opus_10_439320,54.915,0,,
exp1_opus_10_443480,55.435,0,,
exp1_opus_10_459720,57.465,0,,
exp1_opus_10_473160,59.145,0,,
exp1_opus_10_484840,60.605,0,,
exp1_opus_10_488360,61.045,0,,
exp1_opus_10_491000,61.375,0,,
exp1_opus_10_501400,62.675,0,,
exp1_opus_10_517000,64.625,0,,
exp1_opus_10_518760,64.845,0,,
exp1_opus_10_527320,65.915,0,,
exp1_opus_10_535240,66.905,0,,
exp1_opus_10_536520,67.065,0,,
exp1_opus_10_540280,67.535,0,,
exp1_opus_10_555480,69.435,0,,
exp1_opus_10_571720,71.465,0,,
exp1_opus_10_573480,71.685,0,,
exp1_opus_10_575560,71.945,0,,
exp1_opus_10_578600,72.325,0,,
exp1_opus_10_578840,72.355,0,,
exp1_opus_10_582120,72.765,0,,
exp1_opus_10_584120,73.015,0,,
exp1_opus_10_586200,73.275,0,,
exp1_opus_10_588200,73.525,0,,
exp1_opus_10_588440,73.555,0,,
exp1_opus_10_599000,74.875,0,,
exp1_opus_10_612760,76.595,0,,
exp1_opus_10_618440,77.305,1,,
exp1_opus_10_628440,78.555,0,,
exp1_opus_10_636440,79.555,0,,
exp1_opus_10_640200,80.025,0,,
exp1_opus_10_641560,80.195,0,,
exp1_opus_10_656120,82.015,0,,
exp1_opus_10_666840,83.355,0,,
exp1_opus_10_680120,85.015,0,,
exp1_opus_10_683000,85.375,0,,
exp1_opus_10_685480,85.685,0,,
exp1_opus_10_687240,85.905,0,,
exp1_opus_10_696040,87.005,0,,
exp1_opus_10_708360,88.545,0,,
exp1_opus_10_708520,88.565,0,,
exp1_opus_10_712120,89.015,0,,
exp1_opus_10_723000,90.375,0,,
exp1_opus_10_725080,90.635,1,,
exp1_opus_20_16920,2.115,0,,
exp1_opus_20_19320,2.415,0,,
exp1_opus_20_21320,2.665,0,,
exp1_opus_20_24360,3.045,0,,
exp1_opus_20_28280,3.535,0,,
exp1_opus_20_30120,3.765,0,,
exp1_opus_20_32360,4.045,0,,
exp1_opus_20_34360,4.295,0,,
exp1_opus_20_34600,4.325,0,,
exp1_opus_20_45000,5.625,0,,
exp1_opus_20_59000,7.375,0,,
exp1_opus_20_64760,8.095,0,,
exp1_opus_20_72680,9.085,0,,
exp1_opus_20_82520,10.315,0,,
exp1_opus_20_86680,10.835,0,,
exp1_opus_20_102680,12.835,0,,
exp1_opus_20_116280,14.535,0,,
exp1_opus_20_125560,15.695,0,,
exp1_opus_20_128120,16.015,0,,
exp1_opus_20_128760,16.095,0,,
exp1_opus_20_134200,16.775,0,,
exp1_opus_20_144840,18.105,1,,
exp1_opus_20_162120,20.265,0,,
exp1_opus_20_170680,21.335,0,,
exp1_opus_20_178840,22.355,0,,
exp1_opus_20_180040,22.505,0,,
exp1_opus_20_184040,23.005,0,,
exp1_opus_20_188760,23.595,1,,1
exp1_opus_20_206360,25.795,0,,
exp1_opus_20_221160,27.645,0,,
exp1_opus_20_222600,27.825,0,,
exp1_opus_20_225320,28.165,0,,
exp1_opus_20_225560,28.195,0,,
exp1_opus_20_228840,28.605,0,,
exp1_opus_20_230680,28.835,0,,
exp1_opus_20_232680,29.085,0,,
exp1_opus_20_234680,29.335,0,,
exp1_opus_20_242600,30.325,0,,
exp1_opus_20_243880,30.485,0,,
exp1_opus_20_257880,32.235,0,,
exp1_opus_20_263640,32.955,0,,
exp1_opus_20_271240,33.905,0,,
exp1_opus_20_280040,35.005,0,,
exp1_opus_20_284120,35.515,0,,
exp1_opus_20_300680,37.585,0,,
exp1_opus_20_312040,39.005,0,,
exp1_opus_20_323800,40.475,0,,
exp1_opus_20_323960,40.495,0,,
exp1_opus_20_324440,40.555,0,,
exp1_opus_20_327320,40.915,0,,
exp1_opus_20_329880,41.235,0,,
exp1_opus_20_340360,42.545,0,,
exp1_opus_20_356520,44.565,0,,
exp1_opus_20_367560,45.945,0,,
exp1_opus_20_369480,46.185,1,,
exp1_opus_20_384760,48.095,0,,
exp1_opus_20_386360,48.295,0,,
exp1_opus_20_388520,48.565,0,,
exp1_opus_20_391720,48.965,0,,
exp1_opus_20_395000,49.375,0,,
exp1_opus_20_399240,49.905,0,,
exp1_opus_20_401480,50.185,0,,
exp1_opus_20_411960,51.495,0,,
exp1_opus_20_425800,53.225,0,,
exp1_opus_20_431560,53.945,0,,
exp1_opus_20_439400,54.925,0,,
exp1_opus_20_449160,56.145,0,,
exp1_opus_20_453160,56.645,0,,
exp1_opus_20_469800,58.725,0,,
exp1_opus_20_482920,60.365,0,,
exp1_opus_20_483160,60.395,0,,
exp1_opus_20_494600,61.825,0,,
exp1_opus_20_501000,62.625,0,,
exp1_opus_20_511480,63.935,0,,
exp1_opus_20_528840,66.105,0,,
exp1_opus_20_537400,67.175,0,,
exp1_opus_20_545480,68.185,0,,
exp1_opus_20_546840,68.355,0,,
exp1_opus_20_550600,68.825,0,,
exp1_opus_20_565800,70.725,0,,
exp1_opus_20_582360,72.795,0,,
exp1_opus_20_586280,73.285,0,,
exp1_opus_20_586440,73.305,0,,
exp1_opus_20_589320,73.665,0,,
exp1_opus_20_592680,74.085,0,,
exp1_opus_20_596840,74.605,0,,
exp1_opus_20_598760,74.845,0,,
exp1_opus_20_623400,77.925,0,,
exp1_opus_20_629160,78.645,0,,
exp1_opus_20_637000,79.625,0,,
exp1_opus_20_645720,80.715,0,,
exp1_opus_20_649880,81.235,0,,
exp1_opus_20_666840,83.355,0,,
exp1_opus_20_678440,84.805,0,,
exp1_opus_20_678680,84.835,0,,
exp1_opus_20_687880,85.985,0,,
exp1_opus_20_691160,86.395,0,,
exp1_opus_20_696440,87.055,0,,
exp1_opus_20_706920,88.365,0,,
exp1_opus_20_719480,89.935,0,,
exp1_opus_20_723080,90.385,0,,
exp1_opus_20_734200,91.775,0,,
exp1_opus_20_736280,92.035,1,,
exp1_opus_30_16920,2.115,0,,
exp1_opus_30_19000,2.375,0,,
exp1_opus_30_21000,2.625,0,,
exp1_opus_30_21320,2.665,0,,
exp1_opus_30_24520,3.065,0,,
exp1_opus_30_28200,3.525,0,,
exp1_opus_30_30040,3.755,0,,
exp1_opus_30_32200,4.025,0,,
exp1_opus_30_34120,4.265,0,,
exp1_opus_30_45240,5.655,0,,
exp1_opus_30_59080,7.385,0,,
exp1_opus_30_64840,8.105,0,,
exp1_opus_30_69160,8.645,1,,
exp1_opus_30_75640,9.455,0,,
exp1_opus_30_75800,9.475,0,,
exp1_opus_30_87560,10.945,0,,
exp1_opus_30_103080,12.885,0,,
exp1_opus_30_115880,14.485,1,1,
exp1_opus_30_116360,14.545,0,,
exp1_opus_30_117000,14.625,0,,
exp1_opus_30_117400,14.675,0,,
exp1_opus_30_118200,14.775,0,,
exp1_opus_30_136360,17.045,0,,
exp1_opus_30_138040,17.255,0,,
exp1_opus_30_146840,18.355,0,,
exp1_opus_30_162840,20.355,0,,
exp1_opus_30_164440,20.555,0,,
exp1_opus_30_172840,21.605,0,,
exp1_opus_30_181000,22.625,0,,
exp1_opus_30_182280,22.785,0,,
exp1_opus_30_186040,23.255,0,,
exp1_opus_30_201480,25.185,0,,
exp1_opus_30_217560,27.195,0,,
exp1_opus_30_221320,27.665,1,,1
exp1_opus_30_221480,27.685,1,,1
exp1_opus_30_239160,29.895,0,,
exp1_opus_30_247160,30.895,0,,
exp1_opus_30_260600,32.575,0,,
exp1_opus_30_266120,33.265,0,,
exp1_opus_30_273240,34.155,0,,
exp1_opus_30_281800,35.225,0,,
exp1_opus_30_285560,35.695,0,,
exp1_opus_30_301560,37.695,0,,
exp1_opus_30_313160,39.145,0,,
exp1_opus_30_325080,40.635,0,,
exp1_opus_30_330920,41.365,0,,
exp1_opus_30_341400,42.675,0,,
exp1_opus_30_353400,44.175,0,,
exp1_opus_30_357480,44.685,0,,
exp1_opus_30_368440,46.055,0,,
exp1_opus_30_370520,46.315,1,,
exp1_opus_30_384760,48.095,0,,
exp1_opus_30_387000,48.375,0,,
exp1_opus_30_389000,48.625,0,,
exp1_opus_30_389320,48.665,0,,
exp1_opus_30_391960,48.995,0,,
exp1_opus_30_395640,49.455,0,,
exp1_opus_30_397720,49.715,0,,
exp1_opus_30_399960,49.995,0,,
exp1_opus_30_401880,50.235,0,,
exp1_opus_30_412680,51.585,0,,
exp1_opus_30_426440,53.305,0,,
exp1_opus_30_432200,54.025,0,,
exp1_opus_30_439560,54.945,0,,
exp1_opus_30_449720,56.215,0,,
exp1_opus_30_453880,56.735,0,,
exp1_opus_30_470280,58.785,0,,
exp1_opus_30_483480,60.435,0,,
exp1_opus_30_495320,61.915,0,,
exp1_opus_30_501400,62.675,0,,
exp1_opus_30_511880,63.985,0,,
exp1_opus_30_527640,65.955,0,,
exp1_opus_30_529000,66.125,1,,
exp1_opus_30_530520,66.315,0,,
exp1_opus_30_538440,67.305,0,,
exp1_opus_30_546440,68.305,0,,
exp1_opus_30_547560,68.445,0,,
exp1_opus_30_551240,68.905,0,,
exp1_opus_30_566120,70.765,0,,
exp1_opus_30_582360,72.795,0,,
exp1_opus_30_584520,73.065,0,,
exp1_opus_30_586440,73.305,0,,
exp1_opus_30_586760,73.345,0,,
exp1_opus_30_589880,73.735,0,,
exp1_opus_30_595960,74.495,0,,
exp1_opus_30_598200,74.775,0,,
exp1_opus_30_600440,75.055,0,,
exp1_opus_30_625160,78.145,0,,
exp1_opus_30_630920,78.865,0,,
exp1_opus_30_638600,79.825,0,,
exp1_opus_30_647480,80.935,0,,
exp1_opus_30_651560,81.445,0,,
exp1_opus_30_668200,83.525,0,1,
exp1_opus_30_679160,84.895,0,,
exp1_opus_30_691560,86.445,0,,
exp1_opus_30_697640,87.205,0,,
exp1_opus_30_708200,88.525,0,,
exp1_opus_30_720760,90.095,0,,
exp1_opus_30_724360,90.545,0,,
exp1_opus_30_735480,91.935,0,,
exp1_opus_30_737400,92.175,  ,,1
exp1_opus_40_17000,2.125,0,,
exp1_opus_40_17480,2.185,0,,
exp1_opus_40_19640,2.455,0,,
exp1_opus_40_21560,2.695,0,,
exp1_opus_40_24680,3.085,0,,
exp1_opus_40_30520,3.815,0,,
exp1_opus_40_32600,4.075,0,,
exp1_opus_40_34600,4.325,0,,
exp1_opus_40_59480,7.435,0,,
exp1_opus_40_65080,8.135,0,,
exp1_opus_40_72760,9.095,0,,
exp1_opus_40_87240,10.905,0,,
exp1_opus_40_103400,12.925,0,,
exp1_opus_40_116600,14.575,0,,
exp1_opus_40_128520,16.065,0,,
exp1_opus_40_128680,16.085,0,,
exp1_opus_40_129160,16.145,0,,
exp1_opus_40_134680,16.835,0,,
exp1_opus_40_145080,18.135,0,,
exp1_opus_40_162520,20.315,0,,
exp1_opus_40_171080,21.385,0,,
exp1_opus_40_179080,22.385,0,,
exp1_opus_40_179240,22.405,0,,
exp1_opus_40_180440,22.555,0,,
exp1_opus_40_184120,23.015,0,,
exp1_opus_40_199320,24.915,0,,
exp1_opus_40_216040,27.005,0,,
exp1_opus_40_218200,27.275,0,,
exp1_opus_40_220200,27.525,0,,
exp1_opus_40_223480,27.935,0,,
exp1_opus_40_223720,27.965,0,,
exp1_opus_40_227080,28.385,0,,
exp1_opus_40_231320,28.915,0,,
exp1_opus_40_233240,29.155,0,,
exp1_opus_40_233480,29.185,0,,
exp1_opus_40_242520,30.315,0,,
exp1_opus_40_244200,30.525,0,,
exp1_opus_40_257880,32.235,0,,
exp1_opus_40_263640,32.955,0,,
exp1_opus_40_266920,33.365,0,,
exp1_opus_40_271320,33.915,0,,
exp1_opus_40_280200,35.025,0,,
exp1_opus_40_284280,35.535,0,,
exp1_opus_40_300920,37.615,0,,
exp1_opus_40_312440,39.055,0,,
exp1_opus_40_324440,40.555,0,,
exp1_opus_40_325000,40.625,0,,
exp1_opus_40_327880,40.985,0,,
exp1_opus_40_330440,41.305,0,,
exp1_opus_40_340600,42.575,0,,
exp1_opus_40_352600,44.075,0,,
exp1_opus_40_352760,44.095,0,,
exp1_opus_40_356520,44.565,0,,
exp1_opus_40_367400,45.925,0,,
exp1_opus_40_369640,46.205,1,,1
exp1_opus_40_384760,48.095,0,,
exp1_opus_40_386600,48.325,0,,
exp1_opus_40_388680,48.585,0,,
exp1_opus_40_391720,48.965,0,,
exp1_opus_40_391960,48.995,0,,
exp1_opus_40_395320,49.415,0,,
exp1_opus_40_397320,49.665,0,,
exp1_opus_40_399240,49.905,1,,1
exp1_opus_40_407000,50.875,0,,
exp1_opus_40_407400,50.925,0,,
exp1_opus_40_407880,50.985,0,,
exp1_opus_40_408280,51.035,0,,
exp1_opus_40_433400,54.175,0,,
exp1_opus_40_438840,54.855,0,,
exp1_opus_40_446440,55.805,0,,
exp1_opus_40_455400,56.925,0,,
exp1_opus_40_459560,57.445,0,,
exp1_opus_40_475640,59.455,0,,
exp1_opus_40_489320,61.165,0,,
exp1_opus_40_500920,62.615,0,,
exp1_opus_40_507160,63.395,0,,
exp1_opus_40_517640,64.705,0,,
exp1_opus_40_535000,66.875,0,,
exp1_opus_40_535160,66.895,0,,
exp1_opus_40_543560,67.945,0,,
exp1_opus_40_551720,68.965,0,,
exp1_opus_40_553000,69.125,0,,
exp1_opus_40_556760,69.595,0,,
exp1_opus_40_571880,71.485,0,,
exp1_opus_40_588440,73.555,0,,
exp1_opus_40_590120,73.765,0,,
exp1_opus_40_592360,74.045,0,,
exp1_opus_40_592600,74.075,0,,
exp1_opus_40_595400,74.425,0,,
exp1_opus_40_598840,74.855,0,,
exp1_opus_40_603000,75.375,0,,
exp1_opus_40_604920,75.615,0,,
exp1_opus_40_629560,78.695,0,,
exp1_opus_40_635320,79.415,0,,
exp1_opus_40_643000,80.375,0,,
exp1_opus_40_651800,81.475,0,,
exp1_opus_40_656040,82.005,0,,
exp1_opus_40_672600,84.075,0,,
exp1_opus_40_683160,85.395,0,,
exp1_opus_40_694120,86.765,0,,
exp1_opus_40_694680,86.835,0,,
exp1_opus_40_699720,87.465,0,,
exp1_opus_40_709080,88.635,0,,
exp1_opus_40_720680,90.085,0,,
exp1_opus_40_724520,90.565,0,,
exp1_opus_40_734600,91.825,0,,
exp1_opus_40_736600,92.075,1,,
exp1_opus_50_18440,2.305,0,,
exp1_opus_50_20120,2.515,0,,
exp1_opus_50_21960,2.745,0,,
exp1_opus_50_25240,3.155,0,,
exp1_opus_50_25480,3.185,0,,
exp1_opus_50_28760,3.595,0,,
exp1_opus_50_32840,4.105,0,,
exp1_opus_50_34760,4.345,0,,
exp1_opus_50_35000,4.375,0,,
exp1_opus_50_45480,5.685,0,,
exp1_opus_50_45640,5.705,0,,
exp1_opus_50_60040,7.505,0,,
exp1_opus_50_65880,8.235,0,,
exp1_opus_50_73240,9.155,0,,
exp1_opus_50_83640,10.455,0,,
exp1_opus_50_87720,10.965,0,,
exp1_opus_50_103960,12.995,0,,
exp1_opus_50_119400,14.925,0,,
exp1_opus_50_130280,16.285,0,,
exp1_opus_50_134120,16.765,0,,
exp1_opus_50_136680,17.085,0,,
exp1_opus_50_138360,17.295,0,,
exp1_opus_50_147160,18.395,0,,
exp1_opus_50_162840,20.355,0,,
exp1_opus_50_164600,20.575,0,,
exp1_opus_50_173160,21.645,0,,
exp1_opus_50_173320,21.665,0,,
exp1_opus_50_181240,22.655,0,,
exp1_opus_50_182520,22.815,0,,
exp1_opus_50_186200,23.275,0,,
exp1_opus_50_201480,25.185,0,,
exp1_opus_50_217560,27.195,0,,
exp1_opus_50_219560,27.445,0,,
exp1_opus_50_221400,27.675,0,,
exp1_opus_50_221640,27.705,0,,
exp1_opus_50_224680,28.085,0,,
exp1_opus_50_228280,28.535,0,,
exp1_opus_50_230200,28.775,0,,
exp1_opus_50_232440,29.055,0,,
exp1_opus_50_234360,29.295,0,,
exp1_opus_50_234680,29.335,0,,
exp1_opus_50_245240,30.655,0,,
exp1_opus_50_251400,31.425,0,,
exp1_opus_50_259000,32.375,0,,
exp1_opus_50_264760,33.095,0,,
exp1_opus_50_272280,34.035,0,,
exp1_opus_50_281080,35.135,0,,
exp1_opus_50_285480,35.685,0,,
exp1_opus_50_301800,37.725,0,,
exp1_opus_50_312520,39.065,0,,
exp1_opus_50_312840,39.105,0,,
exp1_opus_50_324360,40.545,0,,
exp1_opus_50_324920,40.615,0,,
exp1_opus_50_330280,41.285,0,,
exp1_opus_50_332040,41.505,0,,
exp1_opus_50_340760,42.595,0,,
exp1_opus_50_353400,44.175,0,,
exp1_opus_50_357160,44.645,0,,
exp1_opus_50_368200,46.025,0,,
exp1_opus_50_370200,46.275,1,,1
exp1_opus_50_372520,46.565,0,,
exp1_opus_50_385640,48.205,0,,
exp1_opus_50_387800,48.475,0,,
exp1_opus_50_389720,48.715,0,,
exp1_opus_50_390040,48.755,0,,
exp1_opus_50_392920,49.115,0,,
exp1_opus_50_398520,49.815,0,,
exp1_opus_50_398680,49.835,0,,
exp1_opus_50_400760,50.095,0,,
exp1_opus_50_402760,50.345,0,,
exp1_opus_50_403000,50.375,0,,
exp1_opus_50_427560,53.445,0,,
exp1_opus_50_433240,54.155,0,,
exp1_opus_50_440840,55.105,0,,
exp1_opus_50_450920,56.365,0,,
exp1_opus_50_455000,56.875,0,,
exp1_opus_50_455240,56.905,0,,
exp1_opus_50_471640,58.955,0,,
exp1_opus_50_484920,60.615,0,,
exp1_opus_50_485080,60.635,0,,
exp1_opus_50_496520,62.065,0,,
exp1_opus_50_502680,62.835,0,,
exp1_opus_50_513080,64.135,0,,
exp1_opus_50_530680,66.335,0,,
exp1_opus_50_539000,67.375,0,,
exp1_opus_50_547160,68.395,0,,
exp1_opus_50_548280,68.535,0,,
exp1_opus_50_551720,68.965,0,,
exp1_opus_50_567160,70.895,0,,
exp1_opus_50_582760,72.845,0,,
exp1_opus_50_585000,73.125,0,,
exp1_opus_50_586840,73.355,0,,
exp1_opus_50_590040,73.755,1,1,
exp1_opus_50_595720,74.465,0,,
exp1_opus_50_597880,74.735,0,,
exp1_opus_50_599960,74.995,0,,
exp1_opus_50_610680,76.335,0,,
exp1_opus_50_624440,78.055,0,,
exp1_opus_50_630280,78.785,0,,
exp1_opus_50_637880,79.735,0,,
exp1_opus_50_646520,80.815,0,,
exp1_opus_50_650920,81.365,0,,
exp1_opus_50_667400,83.425,0,,
exp1_opus_50_678920,84.865,0,,
exp1_opus_50_688360,86.045,0,,
exp1_opus_50_690920,86.365,0,,
exp1_opus_50_697000,87.125,0,,
exp1_opus_50_698600,87.325,0,,
exp1_opus_50_707480,88.435,0,,
exp1_opus_50_719800,89.975,0,,
exp1_opus_50_723640,90.455,0,,
exp1_opus_50_734520,91.815,0,,
exp1_opus_50_736680,92.085,1,,1
exp1_opus_60_16440,2.055,1,,1
exp1_opus_60_16920,2.115,1,,1
exp1_opus_60_24600,3.075,0,,
exp1_opus_60_27000,3.375,0,,
exp1_opus_60_30440,3.805,0,,
exp1_opus_60_32440,4.055,0,,
exp1_opus_60_34600,4.325,0,,
exp1_opus_60_36840,4.605,0,,
exp1_opus_60_47000,5.875,0,,
exp1_opus_60_60520,7.565,0,,
exp1_opus_60_66280,8.285,0,,
exp1_opus_60_73800,9.225,0,,
exp1_opus_60_83960,10.495,0,,
exp1_opus_60_88200,11.025,0,,
exp1_opus_60_104360,13.045,0,,
exp1_opus_60_118120,14.765,0,,
exp1_opus_60_129640,16.205,0,,
exp1_opus_60_133080,16.635,0,,
exp1_opus_60_135720,16.965,0,,
exp1_opus_60_146360,18.295,0,,
exp1_opus_60_154600,19.325,0,,
exp1_opus_60_161320,20.165,0,,
exp1_opus_60_165160,20.645,0,,
exp1_opus_60_173560,21.695,0,,
exp1_opus_60_181240,22.655,0,,
exp1_opus_60_182600,22.825,0,,
exp1_opus_60_186440,23.305,0,,
exp1_opus_60_201720,25.215,0,,
exp1_opus_60_217560,27.195,0,,
exp1_opus_60_219480,27.435,0,,
exp1_opus_60_220760,27.595,0,,
exp1_opus_60_221480,27.685,0,,
exp1_opus_60_224360,28.045,0,,
exp1_opus_60_227960,28.495,0,,
exp1_opus_60_229880,28.735,0,,
exp1_opus_60_232040,29.005,0,,
exp1_opus_60_234040,29.255,0,,
exp1_opus_60_258200,32.275,0,,
exp1_opus_60_263960,32.995,0,,
exp1_opus_60_271640,33.955,0,,
exp1_opus_60_280200,35.025,0,,
exp1_opus_60_284280,35.535,0,,
exp1_opus_60_301000,37.625,0,,
exp1_opus_60_312760,39.095,0,,
exp1_opus_60_324600,40.575,0,,
exp1_opus_60_330760,41.345,0,,
exp1_opus_60_332440,41.555,0,,
exp1_opus_60_341320,42.665,1,1,
exp1_opus_60_353720,44.215,0,,
exp1_opus_60_357480,44.685,0,,
exp1_opus_60_368360,46.045,0,,
exp1_opus_60_370360,46.295,1,,1
exp1_opus_60_384760,48.095,0,,
exp1_opus_60_387000,48.375,0,,
exp1_opus_60_388920,48.615,0,,
exp1_opus_60_392200,49.025,0,,
exp1_opus_60_392440,49.055,0,,
exp1_opus_60_400040,50.005,0,,
exp1_opus_60_401960,50.245,0,,
exp1_opus_60_402280,50.285,0,,
exp1_opus_60_413080,51.635,0,,
exp1_opus_60_426840,53.355,0,,
exp1_opus_60_432600,54.075,0,,
exp1_opus_60_441000,55.125,0,,
exp1_opus_60_450440,56.305,0,,
exp1_opus_60_454520,56.815,0,,
exp1_opus_60_471080,58.885,0,,
exp1_opus_60_485080,60.635,0,,
exp1_opus_60_496760,62.095,0,,
exp1_opus_60_502920,62.865,0,,
exp1_opus_60_505320,63.165,0,,
exp1_opus_60_513560,64.195,0,,
exp1_opus_60_529160,66.145,0,,
exp1_opus_60_530760,66.345,0,,
exp1_opus_60_539400,67.425,0,,
exp1_opus_60_547640,68.455,0,,
exp1_opus_60_548840,68.605,0,,
exp1_opus_60_552840,69.105,0,,
exp1_opus_60_568120,71.015,0,,
exp1_opus_60_583880,72.985,0,,
exp1_opus_60_585960,73.245,0,,
exp1_opus_60_587880,73.485,0,,
exp1_opus_60_588120,73.515,0,,
exp1_opus_60_591000,73.875,0,,
exp1_opus_60_596680,74.585,0,,
exp1_opus_60_598920,74.865,0,,
exp1_opus_60_600840,75.105,0,,
exp1_opus_60_601160,75.145,0,,
exp1_opus_60_611720,76.465,0,,
exp1_opus_60_625560,78.195,0,,
exp1_opus_60_631320,78.915,0,,
exp1_opus_60_638680,79.835,0,,
exp1_opus_60_647720,80.965,0,,
exp1_opus_60_651880,81.485,0,,
exp1_opus_60_659240,82.405,1,,1
exp1_opus_60_659800,82.475,1,,1
exp1_opus_60_660280,82.535,0,,
exp1_opus_60_671640,83.955,0,,
exp1_opus_60_682280,85.285,0,,
exp1_opus_60_694440,86.805,0,,
exp1_opus_60_694920,86.865,0,,
exp1_opus_60_697720,87.215,0,,
exp1_opus_60_700440,87.555,0,,
exp1_opus_60_710680,88.835,0,,
exp1_opus_60_721640,90.205,1,,
exp1_opus_60_724120,90.515,0,,
exp1_opus_60_724520,90.565,0,,
exp1_opus_60_729960,91.245,0,,
exp1_opus_60_740360,92.545,0,,
exp1_opus_60_740520,92.565,0,,
exp1_opus_60_742520,92.815,1,,
exp1_opus_70_21640,2.705,0,,
exp1_opus_70_22200,2.775,0,,
exp1_opus_70_23800,2.975,0,,
exp1_opus_70_27000,3.375,0,,
exp1_opus_70_32200,4.025,0,,
exp1_opus_70_34280,4.285,0,,
exp1_opus_70_36040,4.505,0,,
exp1_opus_70_59640,7.455,0,,
exp1_opus_70_60520,7.565,0,,
exp1_opus_70_66280,8.285,0,,
exp1_opus_70_74120,9.265,0,,
exp1_opus_70_84200,10.525,1,,1
exp1_opus_70_84920,10.615,1,,1
exp1_opus_70_88440,11.055,0, ,
exp1_opus_70_104600,13.075,0,,
exp1_opus_70_117400,14.675,0,,
exp1_opus_70_118920,14.865,0,,
exp1_opus_70_119240,14.905,0,,
exp1_opus_70_130920,16.365,0,,
exp1_opus_70_131560,16.445,0,,
exp1_opus_70_136280,17.035,0,,
exp1_opus_70_137000,17.125,0,,
exp1_opus_70_147400,18.425,0,,
exp1_opus_70_165000,20.625,0,,
exp1_opus_70_172200,21.525,0,,
exp1_opus_70_173560,21.695,0,,
exp1_opus_70_181560,22.695,0,,
exp1_opus_70_182520,22.815,0,,
exp1_opus_70_186680,23.335,0,,
exp1_opus_70_202120,25.265,0,,
exp1_opus_70_213000,26.625,0,,
exp1_opus_70_217720,27.215,0,,
exp1_opus_70_219800,27.475,0,,
exp1_opus_70_221800,27.725,0,,
exp1_opus_70_225160,28.145,0,,
exp1_opus_70_227000,28.375,0,,
exp1_opus_70_230920,28.865,0,,
exp1_opus_70_233000,29.125,0,,
exp1_opus_70_235240,29.405,0,,
exp1_opus_70_235480,29.435,0,,
exp1_opus_70_235640,29.455,0,,
exp1_opus_70_245800,30.725,0,,
exp1_opus_70_259240,32.405,0,,
exp1_opus_70_265160,33.145,1,,1
exp1_opus_70_266600,33.325,1,,1
exp1_opus_70_272520,34.065,0,,
exp1_opus_70_273000,34.125,0,,
exp1_opus_70_281160,35.145,0,,
exp1_opus_70_286040,35.755,0,,
exp1_opus_70_286440,35.805,0,,
exp1_opus_70_286600,35.825,0,,
exp1_opus_70_302680,37.835,0,,
exp1_opus_70_313800,39.225,0,,
exp1_opus_70_322600,40.325,0,,
exp1_opus_70_325880,40.735,0,,
exp1_opus_70_326440,40.805,0,,
exp1_opus_70_329400,41.175,0,,
